022933 , 29.53, 26.85, 15.910, 25.375
022937 , 28.88, 26.85, 15.348, 25.085
022940 , 29.56, 26.80, 15.904, 25.269
022944 , 28.93, 26.80, 15.367, 24.981
022948 , 29.67, 26.78, 15.988, 25.250
022951 , 28.80, 26.79, 15.248, 24.686
022955 , 29.02, 28.24, 16.275, 26.772
022959 , 29.03, 34.60, 19.951, 65.178
023002 , 29.40, 35.26, 20.740, 99.795
023006 , 29.05, 33.06, 19.084, 94.080
023009 , 29.41, 30.89, 18.176, 76.655
023013 , 28.72, 29.49, 16.721, 62.016
023017 , 29.46, 28.82, 16.999, 52.046
023020 , 28.74, 28.43, 16.134, 44.474
032219 , 19.38, 36.41, 12.159, 20.834
032223 , 19.30, 36.33, 12.070, 20.962
032226 , 19.36, 36.24, 12.089, 20.675
032230 , 19.32, 36.15, 12.030, 20.500
032233 , 19.52, 36.08, 12.149, 20.500
032237 , 19.46, 36.07, 12.098, 20.500
032241 , 19.68, 35.99, 12.228, 20.500
032244 , 19.66, 35.99, 12.215, 20.544
032248 , 19.73, 36.14, 12.318, 21.419
032252 , 19.65, 36.18, 12.271, 21.356
044913 , 20.97, 29.26, 10.722, 23.417
044916 , 20.99, 29.25, 10.733, 23.420
044920 , 21.00, 29.24, 10.736, 23.420
044924 , 20.89, 29.26, 10.671, 23.207
044927 , 20.91, 29.24, 10.675, 23.276
044931 , 20.89, 29.25, 10.669, 23.067
044934 , 21.01, 29.23, 10.734, 23.420
044938 , 20.99, 29.23, 10.724, 23.420
044942 , 20.99, 29.23, 10.722, 23.420
044945 , 20.98, 29.23, 10.716, 23.420
044949 , 20.99, 29.23, 10.724, 23.420
044953 , 20.86, 29.24, 10.645, 23.132
044956 , 21.00, 29.23, 10.728, 23.254
045000 , 20.94, 29.24, 10.694, 23.418
045004 , 20.99, 29.23, 10.721, 23.420
045007 , 20.98, 29.21, 10.705, 23.420
045011 , 20.99, 29.21, 10.719, 23.420
045014 , 20.99, 29.19, 10.707, 23.420
045018 , 20.99, 29.21, 10.717, 23.420
045022 , 20.98, 29.17, 10.695, 23.420
045025 , 20.99, 29.18, 10.702, 23.420
045029 , 20.98, 29.19, 10.703, 23.420
045033 , 21.00, 29.18, 10.710, 23.420
045036 , 21.00, 29.19, 10.717, 23.420
045040 , 21.00, 29.19, 10.716, 23.420
045044 , 20.98, 29.17, 10.694, 23.420
045047 , 20.99, 29.18, 10.701, 23.420
045051 , 20.98, 29.18, 10.700, 23.420
045054 , 20.98, 29.15, 10.685, 23.420
045058 , 20.97, 29.16, 10.687, 23.420
045102 , 20.98, 29.15, 10.684, 23.420
045105 , 20.97, 29.14, 10.678, 23.420
